File ID	File Name	Data Category	Data Type	Project ID	Case ID	Sample ID	Sample Type
e2efb442-e17d-46a7-a35e-b754bb79d9e1	51d0123d-f082-4ce1-8f06-e3dafd224a88.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PAAD	TCGA-IB-A6UF	TCGA-IB-A6UF-01A	Primary Tumor
c316c108-4a21-4455-b407-d0089e1a6d4a	c946ab0d-ddbd-42c8-9a72-6bc99b44438f.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PAAD	TCGA-3A-A9IS	TCGA-3A-A9IS-01A	Primary Tumor
214db7c7-ce13-4ef3-88ea-8e125ce7eae8	e5214aa1-432a-4a47-886c-3ded1616255b.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PAAD	TCGA-US-A774	TCGA-US-A774-01A	Primary Tumor
c361df5a-029f-4b29-81d3-e7772a5a1602	b6d23de9-99bf-4412-b022-bab1332165bf.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PAAD	TCGA-HZ-7920	TCGA-HZ-7920-01A	Primary Tumor
adce324b-0b32-4bb0-9a23-09409591bb3c	c48dcdef-8805-4887-bacc-e351613886a0.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PAAD	TCGA-3A-A9IL	TCGA-3A-A9IL-01A	Primary Tumor
ad9dcd6d-4613-4685-b3a6-2bbde16369f6	0aac5e42-7554-4949-8b90-c16528c71ef8.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PAAD	TCGA-LB-A9Q5	TCGA-LB-A9Q5-01A	Primary Tumor
6f85af42-cf48-467a-a239-52e9ca745601	4df16e07-cdbc-46cc-8b9c-39d4a9dca09e.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PAAD	TCGA-YY-A8LH	TCGA-YY-A8LH-01A	Primary Tumor
a97a08e2-1a18-4443-895a-aa8d9e0f897d	0143419f-2abe-4906-bb55-af6010fab05f.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PAAD	TCGA-FB-AAQ1	TCGA-FB-AAQ1-01A	Primary Tumor
cc17c9c5-8634-4c26-93b1-72a203f24e68	b7971446-9682-4b03-b469-797d5efb2412.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PAAD	TCGA-2J-AABI	TCGA-2J-AABI-01A	Primary Tumor
e29c44c4-28be-40a5-92f7-338ad8e29fd4	a4bc2872-29bd-4458-8247-37152e0d0813.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PAAD	TCGA-HZ-A9TJ	TCGA-HZ-A9TJ-06A	Metastatic
4381eb58-5827-4773-8765-da4479b781d8	9f124994-5787-488d-b679-a33419ab63e5.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PAAD	TCGA-YB-A89D	TCGA-YB-A89D-11A	Solid Tissue Normal
0fed1108-f65c-45e0-9695-66fb085119c7	057aa9ac-f22c-4c11-a44d-ad52ae59b4cf.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PAAD	TCGA-2J-AAB4	TCGA-2J-AAB4-01A	Primary Tumor
519a3312-38bf-455c-af8b-d7bbc957a787	03630a0c-aa97-4e28-bac9-0206fff669cd.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PAAD	TCGA-HZ-A77Q	TCGA-HZ-A77Q-01A	Primary Tumor
61931736-7e96-4716-8a09-d02c01f6ecce	a0f5f7d4-88e0-4f3b-853b-e1e4f6bca748.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PAAD	TCGA-HZ-A77O	TCGA-HZ-A77O-01A	Primary Tumor
5627977f-8abf-47b6-b95b-82b93da47583	cbab599f-5cad-4d5a-94fd-9598219daade.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PAAD	TCGA-HZ-A9TJ	TCGA-HZ-A9TJ-01A	Primary Tumor
d2830489-6b15-4922-98ac-d837f0be084e	f9f63982-b0ee-4cb8-8de5-f885d82137f0.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PAAD	TCGA-FB-A4P6	TCGA-FB-A4P6-01A	Primary Tumor
2ddb8bbf-a7a8-493f-a4db-fbc1ff9f5c5c	3d771128-9e90-49c2-8ee5-23d994ee6398.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PAAD	TCGA-FB-A78T	TCGA-FB-A78T-01A	Primary Tumor
555d3c92-ef5b-4a92-be94-7e4e5c000dea	65f1f44c-1f60-45cd-8e1d-16304536c4d5.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PAAD	TCGA-US-A779	TCGA-US-A779-01A	Primary Tumor
3bcc4113-6623-41f5-b99b-85c277eaf77b	c98f395b-003f-41b1-abff-38b6b227d64c.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PAAD	TCGA-US-A77G	TCGA-US-A77G-01A	Primary Tumor
37004c79-6c54-4c48-b6f2-4272152ce96e	87c17703-72c7-4207-8935-3391f207f4a6.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PAAD	TCGA-FB-AAQ0	TCGA-FB-AAQ0-01A	Primary Tumor
0dd3806f-4fea-414a-9328-a52403345852	03761959-a620-440f-bbaa-33bd75afae1c.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PAAD	TCGA-IB-7646	TCGA-IB-7646-01A	Primary Tumor
4465e657-f37b-4d0c-86ec-2f12b09d2a6f	e38e0ced-093c-44e9-9f3b-7cdd0e6b912e.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PAAD	TCGA-HZ-8636	TCGA-HZ-8636-01A	Primary Tumor
6dce2816-9cd8-4041-baf3-7d71e2ff2b24	731337f2-a700-43d4-9f37-ee04ae39a932.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PAAD	TCGA-XD-AAUI	TCGA-XD-AAUI-01A	Primary Tumor
02425961-7ed2-40c0-9b61-4d63b3a61f94	c71dcbec-be8f-4246-b009-25294c19ed66.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PAAD	TCGA-2J-AABT	TCGA-2J-AABT-01A	Primary Tumor
34263800-f9d8-4fb1-b48f-5832ee32f060	09a677f2-d81d-4c3f-adf9-f8594e064e44.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PAAD	TCGA-2J-AABU	TCGA-2J-AABU-01A	Primary Tumor
3e31d297-9be9-48c2-97e4-ec2a47fc3081	cd1bba0f-b2e8-45e3-9b37-dcec5472cb7b.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PAAD	TCGA-HZ-8317	TCGA-HZ-8317-01A	Primary Tumor
82d7d3b5-85bc-46b9-b9cd-2bdeb279dc0f	cc133a8a-77ad-4570-852e-df72548c6897.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PAAD	TCGA-RB-AA9M	TCGA-RB-AA9M-01A	Primary Tumor
d2574676-295f-41af-ad76-77524c1b35cd	844f025f-f7f5-443a-8c4f-855bfe6c212e.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PAAD	TCGA-2J-AABE	TCGA-2J-AABE-01A	Primary Tumor
60b36f81-721a-4a61-90f7-cb0d54959167	3828d55b-81ae-42b2-8f5e-d1dcd87e576a.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PAAD	TCGA-IB-AAUP	TCGA-IB-AAUP-01A	Primary Tumor
9a7c9567-5d22-4017-97bc-25300d2eac45	01188815-3676-4980-9cb8-7666169328f1.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PAAD	TCGA-FB-AAPZ	TCGA-FB-AAPZ-01A	Primary Tumor
0c931ae0-0169-4084-be7f-e50a330baa99	b78b6f49-3cb2-452a-a41c-6dfa90e631db.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PAAD	TCGA-HZ-A4BH	TCGA-HZ-A4BH-01A	Primary Tumor
5bdbcc11-d445-4821-9ada-6e6261cb0a66	e75c2077-0098-42b5-ba41-181a768478de.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PAAD	TCGA-IB-AAUM	TCGA-IB-AAUM-01A	Primary Tumor
92f64f33-457b-439a-a4e5-15aed43be325	30ce3471-112b-426c-ab57-6c0ab8e85dd2.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PAAD	TCGA-IB-8126	TCGA-IB-8126-01A	Primary Tumor
5b296040-9f5b-4ed4-91f5-1945886f590f	08b04038-cfb4-4a4c-9e20-1585a4af6826.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PAAD	TCGA-FB-A5VM	TCGA-FB-A5VM-01A	Primary Tumor
88e82f02-956b-4d0a-a433-3aefbc870f10	f748bf78-4dc1-47ad-8611-8186479d3e4b.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PAAD	TCGA-HV-AA8V	TCGA-HV-AA8V-01A	Primary Tumor
26cebf47-5d30-46f0-b54d-1e950a7915a0	a9fbe593-42f7-4597-a61c-240408bbe203.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PAAD	TCGA-FB-AAPP	TCGA-FB-AAPP-01A	Primary Tumor
787a9458-bce0-4238-95a6-5647aa166e11	a19219b1-db59-4493-83ef-e938e2ffdefd.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PAAD	TCGA-IB-A7M4	TCGA-IB-A7M4-01A	Primary Tumor
64920849-76ad-48c8-89ca-6e2c30c49ff0	1b54f883-d25d-4f6c-9398-7d7dcfb75653.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PAAD	TCGA-FB-AAPQ	TCGA-FB-AAPQ-01A	Primary Tumor
234ed7b6-ff8a-4163-b173-3d858b1480aa	7b11a93d-fde2-4779-b4ab-502480a4c6ed.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PAAD	TCGA-XN-A8T5	TCGA-XN-A8T5-01A	Primary Tumor
655e2e8a-7bbc-4071-87b6-1c74f46f6eff	464c3bd5-5bd2-415f-919e-a5a779a103c4.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PAAD	TCGA-S4-A8RP	TCGA-S4-A8RP-01A	Primary Tumor
443731d7-51e0-471f-a5d2-1ee8aa502b37	eb3894d4-fcae-43ef-ad68-b756c6aa56ea.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PAAD	TCGA-HZ-A49I	TCGA-HZ-A49I-01A	Primary Tumor
2a20147d-ce91-4e63-af56-91cc83338ac6	32662b7d-7abd-4ec4-b802-869292832cfc.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PAAD	TCGA-IB-7891	TCGA-IB-7891-01A	Primary Tumor
bc422919-dffe-4adb-a79b-fc6bd37768a3	bf1aeca5-cab7-4e97-a788-402f16534e32.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PAAD	TCGA-FB-A545	TCGA-FB-A545-01A	Primary Tumor
cdd641a6-529d-44c5-809e-ebc149ed6d95	69675771-14b4-4edf-bbda-63c38051ca1c.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PAAD	TCGA-FB-A7DR	TCGA-FB-A7DR-01A	Primary Tumor
52d2e6bb-80f3-42a7-b2d4-cc72e5fd83f1	657e19a6-e481-4d06-8613-1a93677f3425.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PAAD	TCGA-3A-A9IN	TCGA-3A-A9IN-01A	Primary Tumor
f6d41271-bd2f-4e74-bbce-b4e45d2a7fd2	6d4c0d48-9f92-48cb-be27-a3f5d5173b42.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PAAD	TCGA-IB-AAUN	TCGA-IB-AAUN-01A	Primary Tumor
b4e0a111-6288-411a-9a47-8e72ad5b9358	f2389819-b8fc-460e-821c-01dba313cce1.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PAAD	TCGA-Q3-AA2A	TCGA-Q3-AA2A-01A	Primary Tumor
80b48a68-5fa9-4b6a-bc2e-e7aec45b879e	f6bd7191-a820-4d86-927a-b4b5f88ebd67.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PAAD	TCGA-YB-A89D	TCGA-YB-A89D-01A	Primary Tumor
c0ffd2e9-b375-45b8-9891-98b53742f629	574df2fc-a608-49c5-8e83-f26d03ef8bb3.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PAAD	TCGA-HZ-7289	TCGA-HZ-7289-01A	Primary Tumor
13dfd8da-5d36-48fa-a82c-77b5c5e77e7b	232f085b-6201-4e4d-8473-e592b8d8e16d.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PAAD	TCGA-HZ-7918	TCGA-HZ-7918-01A	Primary Tumor
611b798f-8d35-4c9b-b899-c215aa1450f1	4929062b-3127-4038-8313-c20cbd274be4.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PAAD	TCGA-HZ-8638	TCGA-HZ-8638-01A	Primary Tumor
bcc9fa90-84fa-41f6-a642-3780eca23337	e1e6b7e8-884b-4074-93f7-1feba917f805.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PAAD	TCGA-3A-A9I5	TCGA-3A-A9I5-01A	Primary Tumor
30cb578d-4f0f-4386-91db-40714f72da59	6de948fd-f834-408f-8018-ce38970c1e77.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PAAD	TCGA-HZ-8519	TCGA-HZ-8519-01A	Primary Tumor
12d19433-bce8-4339-abfe-911c52c84876	b244f324-fd8a-4d4b-b8f5-bad973c649d5.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PAAD	TCGA-3A-A9IX	TCGA-3A-A9IX-01A	Primary Tumor
f8685ba7-a148-4e4f-a5fe-27f54fa1e920	7186ee30-db1a-43ad-955b-886cd5b5e771.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PAAD	TCGA-FB-AAPU	TCGA-FB-AAPU-01A	Primary Tumor
cc567a0e-6a5d-4952-be70-ed02a0c3ff39	b6aa34d6-2b02-4317-8361-79536c7cb4e6.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PAAD	TCGA-F2-A44H	TCGA-F2-A44H-01A	Primary Tumor
4225b007-4956-4f28-b45e-ad3cf58caa0d	4a12d4ee-acf4-4422-abb5-54bb966e3b07.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PAAD	TCGA-3A-A9IR	TCGA-3A-A9IR-01A	Primary Tumor
f64a18e9-2dea-497e-ae6b-3c7602602d1b	26a18ff4-ac77-47e8-9ef8-da442ac1325d.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PAAD	TCGA-H8-A6C1	TCGA-H8-A6C1-01A	Primary Tumor
c9b82d8b-e041-42c2-87ed-edb1603e3caa	0be94b2f-fccb-4482-b0ea-695c101aa65a.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PAAD	TCGA-F2-6880	TCGA-F2-6880-01A	Primary Tumor
4724b2df-1373-4780-a64b-188e75d688f5	1548c36f-d41c-4ebe-a86c-66cbc65af67b.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PAAD	TCGA-IB-AAUR	TCGA-IB-AAUR-01A	Primary Tumor
b53576ba-4212-4057-b8e5-f20b80679192	3de80dcb-4ff2-4125-b8e6-9e06ec1cd833.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PAAD	TCGA-H6-8124	TCGA-H6-8124-11A	Solid Tissue Normal
16110cd5-b475-4101-8b78-d5c4550e8b77	b14ad58e-4740-4c4f-83ff-7535efe6a055.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PAAD	TCGA-2L-AAQL	TCGA-2L-AAQL-01A	Primary Tumor
9242197f-dadd-44c0-92a5-03702be726db	72824463-7699-45ab-82d1-6bd5467e88bc.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PAAD	TCGA-HZ-A4BK	TCGA-HZ-A4BK-01A	Primary Tumor
ee7345e9-766b-48c1-a83d-93dda261379c	8fc1d9e6-1247-498f-92c4-cc499dcfad45.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PAAD	TCGA-3A-A9I7	TCGA-3A-A9I7-01A	Primary Tumor
70384aa6-6300-41b3-80fd-8b8e93f0817a	702f6e87-99e7-47fb-a1bf-58b813489e6d.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PAAD	TCGA-3A-A9IC	TCGA-3A-A9IC-01A	Primary Tumor
52baf0b4-81b7-49b9-9c95-76059fda76ec	42bec5f7-7623-42e6-bbdf-514fe3805940.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PAAD	TCGA-HZ-7923	TCGA-HZ-7923-01A	Primary Tumor
e8a9139e-ab8d-4fc8-920f-ed7a7bf2d739	19a3b9bb-d4cb-4925-a87a-57f724141a67.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PAAD	TCGA-US-A776	TCGA-US-A776-01A	Primary Tumor
0f7d7d42-0879-4f5b-93a3-ea0b388ca3ae	c19f102d-47a0-48c6-9443-63730d9ea6d1.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PAAD	TCGA-2J-AAB9	TCGA-2J-AAB9-01A	Primary Tumor
b11e1d51-1189-4e59-8381-a26955a0fc29	30de5f0b-3c3e-4120-b2bd-9204214341fc.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PAAD	TCGA-XD-AAUG	TCGA-XD-AAUG-01A	Primary Tumor
b9344545-6eeb-4c77-b04e-154404642dee	1cc8603e-e8eb-4079-aef2-843329fd101f.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PAAD	TCGA-2L-AAQE	TCGA-2L-AAQE-01A	Primary Tumor
ed066965-ec70-48df-8d04-e4ed4fc3af22	844163ae-2444-4406-9873-12e8295e3e07.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PAAD	TCGA-FB-AAQ2	TCGA-FB-AAQ2-01A	Primary Tumor
f4fda2c9-96fe-4186-8e9f-1bf5b6c0adf0	be13c589-e2f2-4505-9f12-2de3a8c97fdf.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PAAD	TCGA-IB-AAUW	TCGA-IB-AAUW-01A	Primary Tumor
0ada222c-bd8b-40cf-9ba8-7ed485982705	0e556719-18fe-49e4-9c2e-454bb11c7e03.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PAAD	TCGA-LB-A8F3	TCGA-LB-A8F3-01A	Primary Tumor
f4453e30-445d-4218-9eae-d59710564a21	98a25752-dd33-41b0-883f-3ca9cded5c34.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PAAD	TCGA-IB-A5SO	TCGA-IB-A5SO-01A	Primary Tumor
63de8e0a-fee0-489c-9beb-0ef6f87242fa	87f95771-f0b0-476a-a84e-fb1cd403b7fe.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PAAD	TCGA-M8-A5N4	TCGA-M8-A5N4-01A	Primary Tumor
6678782e-059f-4b64-9d0f-b1415b47bcae	d5612378-33e0-4fe5-ad2f-a1887fb7b5cd.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PAAD	TCGA-2L-AAQI	TCGA-2L-AAQI-01A	Primary Tumor
4ccf0719-c6e5-4b77-8efd-c77a41fef92a	45b76b49-54f5-41ed-8e48-a16b04ed6dd0.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PAAD	TCGA-HV-A7OP	TCGA-HV-A7OP-01A	Primary Tumor
18a28d47-34d3-44f6-b634-f7785133011f	f8551a29-d4bd-4954-bf9c-8e10265063de.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PAAD	TCGA-HZ-A8P1	TCGA-HZ-A8P1-01A	Primary Tumor
87a2bc8f-0534-4b2a-95a2-0177e050a2b7	82275c4f-5976-40e0-ac70-c74250de34ac.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PAAD	TCGA-IB-AAUV	TCGA-IB-AAUV-01A	Primary Tumor
dc68e467-7816-46cf-8418-69bfe74daefb	d42d7f7b-1ba5-4ba5-8af2-35755fef2d69.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PAAD	TCGA-HZ-7925	TCGA-HZ-7925-01A	Primary Tumor
